No,Paket,Pagu,Tipe Swakelola,Pemilihan,klpd,Satuan Kerja,Lokasi,ID
498,"Belanja Perjalanan Dinas Biasa Kebutuhan Akreditasi, RS. Pendidikan dan Konsultasi",327366000,1,26-Jan,Provinsi Sumatera Utara,UPTD Khusus Rumah Sakit Jiwa Prof. Dr. M. Ildrem,"Sumatera Utara, Medan (Kota)",42583044
499,Belanja Perjalanan Dinas Biasa Subsidi Transportasi Bus Perintis untuk Daerah-Daerah Terpencil (Kab. Padang Lawas Utara),34368000,1,26-Feb,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Padang Lawas Utara (Kab.)",42593514
500,Belanja Perjalanan Dinas Biasa Pengintegrasian Materi Teknis,96758000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"DKI Jakarta, Jakarta Pusat (Kota) | Sumatera Utara, Batubara (Kab.) | Sumatera Utara, Langkat (Kab.) | Sumatera Utara, Tapanuli Tengah (Kab.)",42618184
501,Belanja Perjalanan Dinas Biasa Rehabilitasi Wilayah Perairan,64372000,1,26-Apr,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Tapanuli Tengah (Kab.)",42695945
502,Belanja Perjalanan Dinas Biasa,74456000,1,26-Apr,Provinsi Sumatera Utara,Dinas Kesehatan,"Sumatera Utara, Medan (Kota)",42738509
503,Belanja Perjalanan Dinas Biasa,2275930000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kesehatan,"Sumatera Utara, Medan (Kota)",42740457
504,Belanja Perjalanan Dinas Biasa - Koordinasi Penyusunan Dokumen Perubahan RKA-SKPD,15000000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42818589
505,Belanja Perjalanan Dinas Biasa - Uang Harian,300900000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42828346
506,Belanja Perjalanan Dinas Biasa - Reviu Laporan Keuangan,110000000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42829461
507,Belanja Perjalanan Dinas Biasa - PENGAWASAN UMUM DAN TEKNIS,1230052000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42829709
508,Belanja Perjalanan Dinas Biasa - Pengelolaan SPI,19600000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42831907
509,Belanja Perjalanan Dinas Dalam Negeri Kegiatan Kunkungan Kerja Dalam Daerah,8736952000,1,26-Jan,Provinsi Sumatera Utara,Sekretariat DPRD,"Sumatera Utara, Medan (Kota)",42900995
510,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,729600000,1,26-Jan,Provinsi Sumatera Utara,Dinas Komunikasi dan Informatika,"Sumatera Utara, Medan (Kota)",42923198
511,Belanja Perjalanan Dinas Biasa,146346000,1,26-Jan,Provinsi Sumatera Utara,Badan Pengembangan Sumber Daya Manusia,"Sumatera Utara, Medan (Kota)",42936921
512,Belanja Perjalanan Dinas- Pembentukan desa/keluarahan tangguh bencana,107438000,1,26-Jun,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42956258
513,Belanja Perjalanan Dinas Biasa  Kebutuhan UPTD Rumah Sakit Khusus Paru,45000000,1,26-Jan,Provinsi Sumatera Utara,UPTD Rumah Sakit Khusus Paru,"Sumatera Utara, Medan (Kota)",42967867
514,Belanja Perjalanan Dinas Biasa,3000000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43041340
515,Belanja Perjalanan Dinas Biasa,72750000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43043330
516,Belanja Perjalanan Dinas Biasa sub kegiatan Sosialisasi Budaya Baca dan Literasi pada Satuan Pendidikan Tingkat Menengah dan Pendidikan Khusus serta Masyarakat,97047000,1,26-Apr,Provinsi Sumatera Utara,Dinas Perpustakaan dan Arsip,"Sumatera Utara, Medan (Kota)",43141665
517,Belanja Perjalanan Dinas Biasa,50846000,1,26-Jan,Provinsi Sumatera Utara,Badan Keuangan dan Aset Daerah,"Sumatera Utara, Medan (Kota)",43303267
518,Belanja Perjalanan Dinas Biasa,152520000,1,26-Jan,Provinsi Sumatera Utara,Badan Keuangan dan Aset Daerah,"Sumatera Utara, Medan (Kota)",43303306
519,Belanja Perjalanan Dinas Biasa - Koperasi Role Model Koperasi Desa/Kelurahan Merah Putih,70308000,1,26-Feb,Provinsi Sumatera Utara,Dinas Koperasi dan Usaha Kecil Menengah,"Sumatera Utara, Medan (Kota)",43259826
520,Belanja Perjalanan Dinas Dalam Kota,16830000,1,26-Apr,Provinsi Sumatera Utara,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Keluarga Berencana","Sumatera Utara, Medan (Kota)",43263007
521,Belanja Perjalanan Dinas Biasa,247469000,1,26-Sep,Provinsi Sumatera Utara,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Keluarga Berencana","Sumatera Utara, Medan (Kota)",43267359
522,Belanja Perjalanan Dinas Biasa Kebijakan Kesejahteraan Rakyat Bidang Porabudpar,180066000,1,26-Jan,Provinsi Sumatera Utara,Biro Kesejahteraan Rakyat,"Sumatera Utara, Medan (Kota)",43270761
523,"Belanja Perjalanan Dinas Biasa Kebijakan Kesejahteraan Rakyat Bidang PPPA, PPKB, Mindukcapil, PMD, dan Transnaker",298240000,1,26-Jan,Provinsi Sumatera Utara,Biro Kesejahteraan Rakyat,"Sumatera Utara, Medan (Kota)",43270818
524,Belanja Perjalanan Dinas Dalam Kota - Dukungan Supervisi & Monev TP.PKK,450000,1,26-Aug,Provinsi Sumatera Utara,Dinas Koperasi dan Usaha Kecil Menengah,"Sumatera Utara, Medan (Kota)",43272601
525,Belanja Perjalanan Dinas Biasa,503884000,1,26-Jan,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43273665
526,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,13300000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43273677
527,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,5225000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43273745
528,Belanja Perjalanan Dinas Biasa,661100950,1,26-Apr,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43273909
529,Belanja Perjalanan Dinas Biasa,172886000,1,26-Feb,Provinsi Sumatera Utara,Biro Perekonomian,"Sumatera Utara, Medan (Kota)",43176699
530,Belanja Perjalanan Dinas Biasa,30000000,1,26-Jan,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43245567
531,Belanja Perjalanan Dinas Paket Meeting Luar Kota,19000000,1,26-Mar,Provinsi Sumatera Utara,Badan Kesatuan Bangsa dan Politik,"Sumatera Utara, Medan (Kota)",43248213
532,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,9500000,1,26-Mar,Provinsi Sumatera Utara,Badan Kesatuan Bangsa dan Politik,"Sumatera Utara, Medan (Kota)",43248691
533,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,51240000,1,26-Jan,Provinsi Sumatera Utara,Badan Kesatuan Bangsa dan Politik,"Sumatera Utara, Medan (Kota)",43255245
534,Belanja Perjalanan Dinas Biasa,155528000,1,26-Mar,Provinsi Sumatera Utara,Badan Kesatuan Bangsa dan Politik,"Sumatera Utara, Medan (Kota)",43255972
535,Belanja Perjalanan Dinas Biasa (Fasilitasi terkait Pencatatan Sipil),31102000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Pemberdayaan Masyarakat dan Desa, Kependudukan dan Catatan Sipil","Sumatera Utara, Medan (Kota)",43240001
536,Belanja Perjalanan Dinas Biasa,10357000,1,26-Mar,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43240267
537,Belanja Perjalanan Dinas Biasa,170388000,1,26-Jan,Provinsi Sumatera Utara,Satuan Polisi Pamong Praja,"Sumatera Utara, Medan (Kota)",43242628
538,Belanja Perjalanan Dinas Biasa,149534000,1,26-Jan,Provinsi Sumatera Utara,Biro Administrasi Pembangunan,"Sumatera Utara, Medan (Kota)",41860426
539,"Belanja Perjalanan Dinas Biasa (Pengawasan usaha pemasaran , pengolahan hasil perikanan)",89685000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Medan (Kota)",42534895
540,Belanja Perjalanan Dinas Biasa,191846000,1,26-Jan,Provinsi Sumatera Utara,"Badan Perencanaan Pembangunan, Penelitian dan Pengembangan","Sumatera Utara, Medan (Kota)",42537494
541,Belanja Perjalanan Dinas Biasa,25875000,1,26-Oct,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Samosir (Kab.)",42551353
542,Belanja Perjalanan Dinas Paket Meeting Dalam Kota (Konsultasi dalam kota),19000000,1,26-Jan,Provinsi Sumatera Utara,UPTD Khusus Rumah Sakit Jiwa Prof. Dr. M. Ildrem,"Sumatera Utara, Medan (Kota)",42583828
543,Belanja Perjalanan Dinas Biasa UPTD PSP WIL IV TARUTUNG,95420000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Asahan (Kab.)",42593310
544,Belanja Perjalanan Dinas Biasa UPTD PSP WIL VI GUNUNG SITOLI,124475000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perhubungan,"Sumatera Utara, Gunung Sitoli (Kota)",42593527
545,Belanja Perjalanan Dinas Biasa,79695000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kelautan dan Perikanan,"Sumatera Utara, Medan (Kota)",42707805
546,Belanja Perjalanan Dinas Biasa,79836000,1,26-Feb,Provinsi Sumatera Utara,Dinas Kesehatan,"Sumatera Utara, Medan (Kota)",42739056
547,Belanja Perjalanan Dinas Biasa,211438000,1,26-Jan,Provinsi Sumatera Utara,Dinas Kesehatan,"Sumatera Utara, Medan (Kota)",42741170
548,Belanja Perjalanan Dinas Biasa,3000000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",42765834
549,Belanja Perjalanan Dinas Biasa - TLHP Inspektorat Jenderal Kemendagri,111680000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42830578
550,Belanja Perjalanan Dinas Biasa - TLHP Inspektorat Jenderal Kemendagri dan Kementerian/Lembaga Lainnya,37500000,1,26-Feb,Provinsi Sumatera Utara,Inspektorat Daerah Provinsi,"Sumatera Utara, Medan (Kota)",42830620
551,Belanja Perjalanan Dinas Biasa (KRB),22266000,1,26-Jun,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42899411
552,Belanja Perjalanan Dinas Penguatan Kelembagaan Bencana Daerah,125462000,1,26-Feb,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42902514
553,Belanja Perjalanan Dinas Biasa (UPTD Pelatihan Kesehatan Provsu),145323000,1,26-Apr,Provinsi Sumatera Utara,UPTD Pelatihan Kesehatan,"Sumatera Utara, Medan (Kota)",42929765
554,"Belanja Perjalanan Dinas Biasa kegiatan Monitoring, Koordinasi dan Evaluasi",59484000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Kebudayaan, Pariwisata dan Ekonomi Kreatif","Sumatera Utara, Medan (Kota)",42934921
555,Belanja Perjalanan Dinas Biasa (Respon Cepat penanganan darurat bencana),294236000,1,26-Jan,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42944705
556,Belanja Perjalanan Dinas Kegiatan Pengumpulan dan Pengolahan Data Koleksi,49640000,1,26-Mar,Provinsi Sumatera Utara,"Dinas Kebudayaan, Pariwisata dan Ekonomi Kreatif","Sumatera Utara, Medan (Kota)",42948046
557,1 Belanja Perjalanan Dinas Biasa- - Gladi Kesiapsiagaan,77069000,1,26-Feb,Provinsi Sumatera Utara,Badan Penanggulangan Bencana Daerah,"Sumatera Utara, Medan (Kota)",42951510
558,Belanja Perjalanan Dinas Biasa,2400000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43020155
559,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,61320000,1,26-Jan,Provinsi Sumatera Utara,Dinas Ketenagakerjaan,"Sumatera Utara, Medan (Kota)",43043331
560,Belanja Perjalanan Dinas Biasa sub kegiatan Pengembangan Perpustakaan di Tingkat Daerah Provinsi,85219000,1,26-Jan,Provinsi Sumatera Utara,Dinas Perpustakaan dan Arsip,"Sumatera Utara, Medan (Kota)",43136206
561,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,78000000,1,26-Feb,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43274971
562,Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon III/ Golongan IV -  Sumatera Utara,6600000,1,26-Apr,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43275933
563,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",38445000,1,26-Apr,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43275936
564,"Biaya Penginapan Perjalanan Dinas Dalam Negeri - Pejabat Eselon IV/ Golongan III, II Dan I -  Sumatera Utara",13980000,1,26-Mar,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Lainnya",43276020
565,Perjalanan Dinas Biasa,175680000,1,26-Mar,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Medan (Kota)",43277722
566,Belanja Perjalanan Dinas Paket Meeting Luar Kota,16352000,1,26-Apr,Provinsi Sumatera Utara,Dinas Kesehatan,"Sumatera Utara, Medan (Kota)",43278869
567,Belanja Perjalanan Dinas Dalam Daerah,248619000,1,26-Jan,Provinsi Sumatera Utara,Badan Pendapatan Daerah,"Sumatera Utara, Medan (Kota)",43285150
568,Belanja Perjalanan Dinas Dalam Daerah,281462000,1,26-Jan,Provinsi Sumatera Utara,Badan Pendapatan Daerah,"Sumatera Utara, Medan (Kota)",43287554
569,Belanja Perjalanan Dinas Biasa (Cabang Dinas IV),67146000,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Labuhan Batu (Kab.)",43290516
570,Belanja Perjalanan Dinas Biasa (Cabang Dinas II),41170200,1,26-Jan,Provinsi Sumatera Utara,"Dinas Perindustrian, Perdagangan, Energi dan Sumber Daya Mineral","Sumatera Utara, Dairi (Kab.)",43292621
571,Belanja Perjalanan dinas biasa,1480894000,1,26-Jan,Provinsi Sumatera Utara,Biro Administrasi Pimpinan,"Sumatera Utara, Medan (Kota)",43294667
572,Belanja Perjalanan Dinas Biasa,211036000,1,26-Jan,Provinsi Sumatera Utara,Dinas Pertanian dan Ketahanan Pangan,"Sumatera Utara, Tapanuli Utara (Kab.)",43297451
573,Belanja Perjalanan Dinas Biasa,89042000,1,26-Jan,Provinsi Sumatera Utara,Badan Keuangan dan Aset Daerah,"Sumatera Utara, Medan (Kota)",43302159
574,Belanja Perjalanan Dinas Biasa,20674000,1,26-Jan,Provinsi Sumatera Utara,Badan Keuangan dan Aset Daerah,"Sumatera Utara, Medan (Kota)",43302613
575,Belanja Perjalanan Dinas Biasa Kegiatan Fasilitasi Pelaksanaan Tugas Badan Musyawarah,3355229000,1,26-Jan,Provinsi Sumatera Utara,Sekretariat DPRD,"Sumatera Utara, Medan (Kota)",43323428
576,Belanja Perjalanan Dinas Biasa,28000000,1,26-Apr,Provinsi Sumatera Selatan,Dinas Pemberdayaan Perempuan dan Perlindungan Anak,"Sumatera Selatan, Palembang (Kota)",41979413
577,Belanja Perjalanan Dinas Biasa,128180000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Pemuda dan Olahraga,"Sumatera Selatan, Palembang (Kota)",41986887
578,Belanja Perjalanan Dinas Biasa,78500000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Pemberdayaan Perempuan dan Perlindungan Anak,"Sumatera Selatan, Palembang (Kota)",41990931
579,Belanja Perjalanan Dinas Biasa,32200000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Komunikasi dan Informatika,"Sumatera Selatan, Palembang (Kota)",42002519
580,BELANJA PERJALANAN DINAS DALAM DAERAH,19200000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Ketahanan Pangan dan Peternakan,"Sumatera Selatan, Palembang (Kota)",42221182
581,Belanja Perjalanan Dinas Biasa,100000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Ketahanan Pangan dan Peternakan,"Sumatera Selatan, Palembang (Kota)",42221703
582,Belanja Perjalanan Dinas Biasa,26000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Ketahanan Pangan dan Peternakan,"Sumatera Selatan, Palembang (Kota)",42228348
583,Belanja Perjalanan Dinas Biasa,90000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Kesehatan,"Sumatera Selatan, Palembang (Kota)",42229854
584,Belanja Perjalanan Dinas Biasa,220920000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"Sumatera Selatan, Lainnya",42232466
585,Belanja Perjalanan Dinas Biasa Sinkronisasi dan Koordinasi Pembinaan Pengelolaan dan Pengembangan Sistem Penyediaan Air Minum (SPAM) Kabupaten/Kota,34272000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"DKI Jakarta, Lainnya | Sumatera Selatan, Muara Enim (Kab.) | Sumatera Selatan, Banyuasin (Kab.) | Sumatera Selatan, Empat Lawang (Kab.) | Sumatera Selatan, Lahat (Kab.) | Sumatera Selatan, Lubuk Linggau (Kota) | Sumatera Selatan, Musi Banyu Asin (Kab.) | Sumatera Selatan, Musi Rawas (Kab.) | Sumatera Selatan, Musi Rawas Utara (Kab.) | Sumatera Selatan, Ogan Ilir (Kab.) | Sumatera Selatan, Ogan Komering Ilir (Kab.) | Sumatera Selatan, Ogan Komering Ulu (Kab.) | Sumatera Selatan, Ogan Komering Ulu Selatan (Kab.) | Sumatera Selatan, Ogan Komering Ulu Timur (Kab.) | Sumatera Selatan, Pagar Alam (Kota) | Sumatera Selatan, Palembang (Kota) | Sumatera Selatan, Pali (Kab.) | Sumatera Selatan, Prabumulih (Kota)",42363329
586,Belanja Perjalanan Dinas Biasa,20963000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"Sumatera Selatan, Ogan Komering Ulu (Kab.)",42404147
587,Belanja Perjalanan Dinas Biasa,20963000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"Sumatera Selatan, Ogan Komering Ulu (Kab.)",42493931
588,Belanja Perjalanan Dinas Biasa,30000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Perhubungan,"Sumatera Selatan, Palembang (Kota)",42608030
589,Belanja Perjalanan Dinas Biasa,29721600,1,26-Feb,Provinsi Sumatera Selatan,Dinas Kesehatan,"Sumatera Selatan, Palembang (Kota)",42670589
590,Belanja Perjalanan Dinas Biasa,30000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Ketahanan Pangan dan Peternakan,"Sumatera Selatan, Palembang (Kota)",42687052
591,Belanja Perjalanan Dinas Biasa,34000000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Kesehatan,"Sumatera Selatan, Palembang (Kota)",42693707
592,Belanja Perjalanan Dinas Biasa,40000000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Perhubungan,"Sumatera Selatan, Palembang (Kota)",42694584
593,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,7950000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Kesehatan,"Sumatera Selatan, Palembang (Kota)",42706040
594,Belanja Perjalanan Dinas Biasa,60120000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"Sumatera Selatan, Palembang (Kota)",42739050
595,Belanja Perjalanan Dinas Biasa,140000000,1,26-Mar,Provinsi Sumatera Selatan,Dinas Pemuda dan Olahraga,"Sumatera Selatan, Palembang (Kota)",43053456
596,Belanja Perjalanan Dinas Biasa,16648800,1,26-Mar,Provinsi Sumatera Selatan,Dinas Pemuda dan Olahraga,"Sumatera Selatan, Palembang (Kota)",43053534
597,Belanja Perjalanan Dinas Dalam Kota,208000000,1,26-Apr,Provinsi Sumatera Selatan,Dinas Pemuda dan Olahraga,"Sumatera Selatan, Palembang (Kota)",43227980
598,Belanja Perjalanan Dinas Biasa,27000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Perhubungan,"Sumatera Selatan, Palembang (Kota)",43284695
599,Perjalanan Dinas Biasa Pendidikan dan Pelatihan Pegawai Berdasarkan Tugas dan Fungsi,169000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Pengelolaan Sumber Daya Air,"Sumatera Selatan, Palembang (Kota)",43250734
600,Perjalanan Dinas Biasa Koordinasi dan Penyusunan Capaian Kinerja,100000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Pengelolaan Sumber Daya Air,"Sumatera Selatan, Palembang (Kota)",43251366
601,Belanja Perjalanan Dinas Biasa,34425220,1,26-Feb,Provinsi Sumatera Selatan,Dinas Komunikasi dan Informatika,"Sumatera Selatan, Palembang (Kota)",42155229
602,Perjalanan Dinas Luar Daerah,10000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Ketahanan Pangan dan Peternakan,"Sumatera Selatan, Palembang (Kota)",42221558
603,Perjalanan Dinas dalam daerah,10600000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Ketahanan Pangan dan Peternakan,"Sumatera Selatan, Palembang (Kota)",42227621
604,Biaya Perjalanan Dinas Penyelenggaraan Rapat Koordinasi dan Konsultasi SKPD,720000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Kesehatan,"Sumatera Selatan, Palembang (Kota)",42229439
605,Belanja Perjalanan Dinas Biasa,69570000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"Sumatera Selatan, Lainnya",42231249
606,Belanja Perjalanan Dinas Paket Meeting Dalam Kota,51100000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Komunikasi dan Informatika,"Sumatera Selatan, Palembang (Kota)",42239190
607,Belanja Perjalanan Dinas Biasa,121010000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"Sumatera Selatan, Lainnya",42240821
608,Belanja Perjalanan Dinas Biasa Pembinaan Pengelolaan dan Pengembangan Sistem Penyediaan Air Minum (SPAM) Kabupaten/Kota,21784000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"DKI Jakarta, Lainnya",42363330
609,Belanja Perjalanan Dinas Biasa Kegiatan Feasibility Study Sistem Air Limbah Domestik Regional Provinsi Sumatera Selatan,23352000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"Sumatera Selatan, Palembang (Kota)",42446022
610,Belanja Perjalanan Dinas Biasa,55613260,1,26-Feb,Provinsi Sumatera Selatan,Dinas Perumahan dan Kawasan Permukiman,"Sumatera Selatan, Lahat (Kab.) | Sumatera Selatan, Empat Lawang (Kab.) | Sumatera Selatan, Muara Enim (Kab.) | Sumatera Selatan, Lubuk Linggau (Kota)",42559510
611,Belanja Perjalanan Dinas Biasa,70000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Kehutanan,"Sumatera Selatan, Palembang (Kota)",42607257
612,Belanja Perjalanan Dinas Biasa,120000000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Kehutanan,"Sumatera Selatan, Palembang (Kota)",42607451
613,Belanja Perjalanan Dinas Biasa,53250000,1,26-Jan,Provinsi Sumatera Selatan,Dinas Kehutanan,"Sumatera Selatan, Palembang (Kota)",42607544
614,Belanja Perjalanan Dinas Biasa,33280000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Kesehatan,"Sumatera Selatan, Palembang (Kota)",42668527
615,Belanja Perjalanan Dinas Dalam Kota,7920000,1,26-Feb,Provinsi Sumatera Selatan,Dinas Kesehatan,"Sumatera Selatan, Palembang (Kota)",42668528
